MS SubClass,Lot Area,Street,Lot Config,House Style,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Foundation,TotRms AbvGrd,Fireplaces,Garage Area,Yr Sold,Sale Type,Sale Condition,SalePrice
20,17500,Pave,Corner,1Story,1Fam,6,5,1954,1954,PConc,6,2,576.0,2009,WD ,Normal,224000
160,1733,Pave,Inside,2Story,Twnhs,6,6,1980,1980,CBlock,5,1,452.0,2009,WD ,Normal,115000
160,1488,Pave,Inside,2Story,TwnhsE,6,6,1980,1992,CBlock,5,1,462.0,2009,WD ,Normal,137000
160,1612,Pave,Inside,2Story,Twnhs,6,6,1980,1980,CBlock,5,1,462.0,2009,WD ,Normal,121000
160,1300,Pave,Inside,2Story,TwnhsE,6,6,1980,1980,CBlock,5,1,462.0,2009,WD ,Normal,124000
80,13607,Pave,Inside,SLvl,1Fam,6,6,1986,1986,CBlock,6,1,501.0,2009,WD ,Normal,208000
20,17597,Pave,Inside,1Story,1Fam,7,9,1971,2009,CBlock,7,2,551.0,2009,WD ,Normal,315000
20,21695,Pave,Corner,1Story,1Fam,6,9,1988,2007,CBlock,5,1,540.0,2009,WD ,Normal,222000
70,10690,Pave,Inside,2Story,1Fam,5,7,1920,1997,CBlock,6,0,468.0,2009,WD ,Normal,147000
70,8660,Pave,Inside,2Story,1Fam,5,6,1900,1993,BrkTil,11,0,576.0,2009,WD ,Normal,123000
70,6402,Pave,Corner,2Story,1Fam,5,5,1920,1950,PConc,6,0,189.0,2009,WD ,Normal,78000
50,8470,Pave,Corner,1.5Fin,1Fam,3,2,1915,1982,CBlock,6,0,0.0,2009,ConLD,Abnorml,85000
30,10200,Pave,Inside,1Story,1Fam,4,6,1925,1950,BrkTil,4,0,200.0,2009,WD ,Normal,75000
120,3843,Pave,Inside,1Story,TwnhsE,8,5,2007,2008,PConc,5,1,482.0,2009,New,Partial,230000
30,21780,Grvl,Inside,1Story,1Fam,2,4,1910,1950,CBlock,4,0,280.0,2009,ConLD,Normal,57625
60,10125,Pave,Inside,2Story,1Fam,8,5,2000,2001,PConc,7,1,642.0,2009,WD ,Normal,251000
50,12822,Pave,CulDSac,1.5Fin,1Fam,7,5,2003,2003,PConc,6,1,670.0,2009,WD ,Abnorml,239686
20,12118,Pave,CulDSac,1Story,1Fam,7,5,2004,2005,PConc,7,1,550.0,2009,WD ,Normal,240000
60,12209,Pave,CulDSac,2Story,1Fam,6,5,2001,2002,PConc,7,1,560.0,2009,WD ,Normal,215000
85,9750,Pave,Inside,SFoyer,1Fam,6,6,1977,1977,CBlock,5,1,351.0,2009,WD ,Normal,156450
85,9360,Pave,Inside,SFoyer,1Fam,6,7,1977,1977,CBlock,5,2,541.0,2009,WD ,Normal,173000
90,10125,Pave,Inside,1.5Fin,Duplex,5,5,1977,1977,CBlock,8,0,539.0,2009,COD,Normal,126000
80,9947,Pave,CulDSac,SLvl,1Fam,7,5,1990,1991,PConc,6,0,497.0,2009,WD ,Normal,173000
20,11070,Pave,Inside,1Story,1Fam,5,5,1991,1991,PConc,5,0,672.0,2009,COD,Abnorml,152000
20,14375,Pave,CulDSac,SLvl,1Fam,6,6,1958,1958,CBlock,7,1,525.0,2009,COD,Abnorml,137500
20,215245,Pave,Inside,1Story,1Fam,7,5,1965,1965,CBlock,8,2,513.0,2009,WD ,Normal,375000
20,12898,Pave,Inside,1Story,1Fam,9,5,2007,2008,PConc,6,1,912.0,2009,WD ,Normal,315500
60,13159,Pave,Corner,2Story,1Fam,7,5,2009,2009,PConc,6,0,650.0,2009,New,Partial,224500
20,13438,Pave,Corner,1Story,1Fam,9,5,2008,2008,CBlock,9,1,780.0,2009,WD ,Normal,410000
20,14463,Pave,Corner,1Story,1Fam,9,5,2008,2008,PConc,7,0,885.0,2009,WD ,Normal,316500
20,8925,Pave,Inside,1Story,1Fam,8,5,2007,2007,PConc,7,0,610.0,2009,WD ,Normal,201000
20,11457,Pave,Corner,1Story,1Fam,6,5,1988,1988,CBlock,6,1,576.0,2009,WD ,Normal,175000
60,9839,Pave,CulDSac,2Story,1Fam,6,8,1980,2006,PConc,7,1,440.0,2009,WD ,Normal,204000
80,14419,Pave,Corner,SLvl,1Fam,7,5,1987,1989,PConc,7,1,578.0,2009,WD ,Normal,213500
20,6853,Pave,Inside,1Story,1Fam,8,5,2001,2002,PConc,6,0,471.0,2009,WD ,Normal,220000
60,9157,Pave,Corner,2Story,1Fam,7,5,2003,2003,PConc,9,0,486.0,2009,WD ,Abnorml,170000
20,14601,Pave,Inside,1Story,1Fam,9,5,2006,2006,PConc,8,1,765.0,2009,WD ,Normal,315000
20,12633,Pave,Inside,1Story,1Fam,9,5,2007,2007,PConc,7,1,920.0,2009,WD ,Normal,425000
20,12518,Pave,Inside,1Story,1Fam,5,7,1968,1968,CBlock,6,0,384.0,2009,WD ,Normal,139500
20,21750,Pave,Inside,1Story,1Fam,5,4,1960,2006,Slab,9,1,336.0,2009,WD ,Normal,115000
120,4500,Pave,FR2,1Story,TwnhsE,6,5,1998,1998,PConc,5,0,412.0,2009,WD ,Normal,162000
120,4500,Pave,FR2,1Story,TwnhsE,6,5,1999,1999,PConc,5,0,402.0,2009,WD ,Normal,165000
180,1596,Pave,Inside,SLvl,Twnhs,4,5,1973,1973,CBlock,5,0,297.0,2009,WD ,Normal,91000
20,9858,Pave,Inside,1Story,1Fam,5,6,1968,1968,CBlock,5,0,288.0,2009,WD ,Normal,130000
180,1526,Pave,Inside,SFoyer,Twnhs,4,8,1970,2002,CBlock,3,0,286.0,2009,WD ,Normal,86000
20,13383,Pave,Inside,1Story,1Fam,5,5,1969,2000,CBlock,7,1,504.0,2009,WD ,Normal,160000
180,1477,Pave,Inside,SFoyer,TwnhsE,4,4,1970,1970,CBlock,3,0,286.0,2009,WD ,Normal,80000
160,1533,Pave,Inside,2Story,Twnhs,4,6,1970,2008,CBlock,6,1,0.0,2009,WD ,Normal,97000
160,2217,Pave,Inside,2Story,TwnhsE,4,4,1970,1970,CBlock,6,0,286.0,2009,WD ,Normal,88000
85,7689,Pave,Inside,SFoyer,1Fam,5,8,1972,1972,CBlock,4,0,336.0,2009,WD ,Normal,131900
80,7706,Pave,Inside,SLvl,1Fam,6,5,1993,1996,CBlock,5,0,429.0,2009,WD ,Normal,131250
85,9101,Pave,Corner,SFoyer,1Fam,5,6,1978,1978,PConc,4,1,602.0,2009,WD ,Normal,165500
20,8780,Pave,Corner,1Story,1Fam,5,5,1985,1985,CBlock,5,0,0.0,2009,WD ,Normal,112000
85,7669,Pave,Inside,SFoyer,1Fam,5,6,1992,1993,PConc,5,1,698.0,2009,WD ,Normal,149000
50,14115,Pave,Inside,1.5Fin,1Fam,5,5,1993,1995,Wood,5,0,480.0,2009,WD ,Normal,143000
60,10429,Pave,Inside,2Story,1Fam,5,5,1992,1992,PConc,6,0,440.0,2009,WD ,Normal,130000
20,9819,Pave,Inside,1Story,1Fam,6,5,1977,1977,PConc,5,2,714.0,2009,WD ,Normal,196000
60,10457,Pave,Inside,2Story,1Fam,5,7,1969,1969,CBlock,7,1,898.0,2009,WD ,Normal,173000
20,11029,Pave,Corner,1Story,1Fam,6,8,1958,2002,CBlock,6,1,601.0,2008,WD ,Normal,176500
20,12925,Pave,Corner,1Story,1Fam,6,7,1970,1970,CBlock,7,2,550.0,2008,WD ,Normal,237500
60,11075,Pave,Inside,2Story,1Fam,6,5,1969,1969,CBlock,9,2,576.0,2008,WD ,Normal,206900
60,8702,Pave,Inside,2Story,1Fam,6,5,1997,1998,PConc,7,1,470.0,2008,WD ,Normal,187500
60,8139,Pave,Inside,2Story,1Fam,6,5,1995,1996,PConc,7,1,420.0,2008,WD ,Normal,165000
60,9535,Pave,Inside,2Story,1Fam,6,5,1998,1998,PConc,7,0,472.0,2008,WD ,Normal,195500
60,9042,Pave,Inside,2Story,1Fam,6,5,1998,1998,PConc,7,2,472.0,2008,WD ,Normal,192000
60,15038,Pave,Corner,2Story,1Fam,6,5,1996,1996,PConc,7,1,386.0,2008,WD ,Normal,173000
20,14137,Pave,Inside,1Story,1Fam,5,5,1996,1997,PConc,7,0,404.0,2008,WD ,Normal,177900
60,21872,Pave,FR2,2Story,1Fam,7,5,1996,1997,PConc,6,1,406.0,2008,WD ,Normal,175000
120,4923,Pave,Inside,1Story,TwnhsE,8,5,2001,2002,PConc,5,1,682.0,2008,WD ,Normal,286000
